August_1m,August_2m,August_3m,August_4m,December_1m,December_2m,December_3m,December_4m,August_1t,August_2t,August_3t,August_4t,December_1t,December_2t,December_3t,December_4t
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,34129,35408
NA,NA,NA,NA,NA,NA,170,70,NA,NA,NA,NA,NA,NA,2437,1913
NA,NA,NA,NA,NA,130,68,177,NA,NA,NA,NA,NA,2243,2353,2082
113,73,NA,NA,NA,NA,NA,NA,2583,2038,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,208,NA,NA,70,NA,NA,NA,NA,1794,NA,NA,1242
75,NA,NA,161,NA,NA,NA,NA,701,NA,NA,668,NA,NA,NA,NA
NA,NA,NA,NA,166,NA,170,NA,NA,NA,NA,NA,2562,NA,1365,NA
NA,220,272,323,NA,NA,NA,NA,NA,5792,4546,4041,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,1877,956,NA,NA,NA,NA,NA,NA,17380,15933
NA,NA,NA,NA,NA,130,NA,177,NA,NA,NA,NA,NA,8131,NA,8047
NA,NA,NA,NA,166,NA,136,141,NA,NA,NA,NA,8326,NA,9751,10116
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,1287,1506
NA,NA,NA,NA,NA,NA,68,106,NA,NA,NA,NA,NA,NA,11376,10622
NA,NA,NA,NA,NA,130,NA,141,NA,NA,NA,NA,NA,3516,NA,3934
NA,NA,NA,NA,249,173,238,177,NA,NA,NA,NA,7806,7228,10387,6104
NA,NA,NA,NA,416,346,68,283,NA,NA,NA,NA,957,996,750,1205
NA,NA,NA,NA,166,86,68,106,NA,NA,NA,NA,1311,1636,961,1207
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,8326,NA,NA,7081
NA,NA,NA,NA,NA,86,136,NA,NA,NA,NA,NA,NA,1172,1393,NA
NA,73,NA,161,NA,NA,NA,NA,NA,5643,NA,5575,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,102,177,NA,NA,NA,NA,1699,NA,2133,1806
NA,NA,77,80,NA,NA,NA,NA,NA,NA,8659,7348,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,106,NA,NA,NA,NA,NA,NA,4266,3426
NA,NA,NA,NA,166,NA,68,NA,NA,NA,NA,NA,876,NA,766,NA
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,3083,NA,2730,NA
NA,183,NA,80,NA,NA,NA,NA,NA,1007,NA,929,NA,NA,NA,NA
113,110,NA,121,NA,NA,NA,NA,16237,13756,NA,13472,NA,NA,NA,NA
NA,NA,NA,NA,166,130,NA,NA,NA,NA,NA,NA,5372,4336,NA,NA
NA,NA,NA,NA,NA,130,136,106,NA,NA,NA,NA,NA,3614,3329,4828
NA,NA,NA,NA,NA,NA,136,70,NA,NA,NA,NA,NA,NA,3412,2622
NA,NA,77,363,NA,NA,NA,NA,NA,NA,2106,2694,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,4898,NA,NA,3727
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,416,NA,NA,159
NA,73,116,NA,NA,NA,NA,NA,NA,1982,3076,NA,NA,NA,NA,NA
113,NA,NA,80,NA,NA,NA,NA,549,NA,NA,444,NA,NA,NA,NA
151,NA,NA,161,NA,NA,NA,NA,606,NA,NA,384,NA,NA,NA,NA
151,NA,77,NA,NA,NA,NA,NA,2612,NA,2783,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,41633,NA,68258,NA
NA,NA,NA,NA,249,NA,NA,141,NA,NA,NA,NA,20816,NA,NA,17704
113,73,NA,NA,NA,NA,NA,NA,16237,18342,NA,NA,NA,NA,NA,NA
75,73,NA,NA,NA,NA,NA,NA,773,883,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,208,NA,NA,70,NA,NA,NA,NA,1794,NA,NA,1686
NA,NA,NA,NA,NA,86,68,70,NA,NA,NA,NA,NA,17347,17064,17704
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,17064,17704
NA,NA,NA,NA,NA,130,68,NA,NA,NA,NA,NA,NA,8131,9751,NA
NA,NA,NA,NA,333,346,136,NA,NA,NA,NA,NA,37007,28912,34129,NA
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,9251,NA,9751,NA
NA,NA,NA,NA,83,130,NA,70,NA,NA,NA,NA,2312,2655,NA,2950
151,146,NA,161,NA,NA,NA,NA,3367,4446,NA,4254,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,68,NA,NA,NA,NA,NA,NA,325,307,NA
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,2528,3540
NA,146,77,80,NA,NA,NA,NA,NA,1497,1053,869,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,NA,141,NA,NA,NA,NA,NA,14456,NA,15736
113,NA,77,NA,NA,NA,NA,NA,4059,NA,3896,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,5947,NA,NA,5447
NA,NA,NA,NA,NA,NA,136,70,NA,NA,NA,NA,NA,NA,2201,1573
NA,NA,NA,NA,166,NA,136,NA,NA,NA,NA,NA,2730,NA,3689,NA
NA,NA,NA,NA,NA,86,136,NA,NA,NA,NA,NA,NA,17347,22752,NA
NA,NA,NA,NA,124,260,204,212,NA,NA,NA,NA,7806,7228,7875,7587
NA,NA,NA,NA,208,NA,102,70,NA,NA,NA,NA,10956,NA,12798,10116
NA,NA,NA,NA,166,86,68,NA,NA,NA,NA,NA,3965,3942,3250,NA
NA,NA,NA,NA,NA,86,102,177,NA,NA,NA,NA,NA,433,715,531
NA,73,116,NA,NA,NA,NA,NA,NA,1706,2248,NA,NA,NA,NA,NA
NA,NA,NA,NA,208,86,170,NA,NA,NA,NA,NA,2262,1239,1145,NA
NA,NA,NA,NA,NA,173,170,NA,NA,NA,NA,NA,NA,2710,2546,NA
NA,NA,NA,NA,NA,130,68,NA,NA,NA,NA,NA,NA,607,392,NA
NA,NA,NA,NA,NA,86,NA,106,NA,NA,NA,NA,NA,3614,NA,3540
NA,NA,NA,NA,83,NA,NA,177,NA,NA,NA,NA,20816,NA,NA,16094
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,8532,7868
NA,NA,NA,NA,83,130,68,NA,NA,NA,NA,NA,7569,8131,6825,NA
NA,NA,NA,NA,NA,130,NA,70,NA,NA,NA,NA,NA,5656,NA,4426
NA,NA,NA,NA,NA,390,NA,70,NA,NA,NA,NA,NA,9077,NA,7081
NA,NA,77,242,NA,NA,NA,NA,NA,NA,5995,5914,NA,NA,NA,NA
75,73,NA,NA,NA,NA,NA,NA,4209,4076,NA,NA,NA,NA,NA,NA
151,NA,194,NA,NA,NA,NA,NA,7976,NA,7494,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,9637,NA,10116
NA,NA,NA,NA,83,NA,102,NA,NA,NA,NA,NA,6405,NA,6825,NA
NA,NA,NA,NA,83,86,NA,NA,NA,NA,NA,NA,4382,3336,NA,NA
NA,NA,NA,NA,NA,86,102,106,NA,NA,NA,NA,NA,716,819,817
NA,NA,NA,NA,124,NA,NA,70,NA,NA,NA,NA,7347,NA,NA,6437
NA,NA,NA,NA,NA,130,NA,70,NA,NA,NA,NA,NA,5421,NA,7081
NA,NA,NA,NA,83,86,NA,NA,NA,NA,NA,NA,3330,2409,NA,NA
NA,NA,NA,NA,NA,173,NA,106,NA,NA,NA,NA,NA,7885,NA,8852
NA,NA,NA,NA,NA,86,NA,177,NA,NA,NA,NA,NA,5102,NA,5710
NA,NA,NA,NA,NA,216,68,NA,NA,NA,NA,NA,NA,5560,5250,NA
NA,73,77,NA,NA,NA,NA,NA,NA,12228,9742,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,106,NA,NA,NA,NA,NA,NA,4266,3426
NA,110,77,NA,NA,NA,NA,NA,NA,1667,1623,NA,NA,NA,NA,NA
NA,NA,NA,NA,208,86,204,NA,NA,NA,NA,NA,1369,1112,1780,NA
NA,NA,NA,NA,124,NA,170,141,NA,NA,NA,NA,6938,NA,7756,7081
NA,NA,NA,NA,NA,130,NA,141,NA,NA,NA,NA,NA,2891,NA,2950
NA,NA,NA,NA,NA,86,68,212,NA,NA,NA,NA,NA,9637,11376,9656
NA,NA,NA,NA,NA,NA,68,141,NA,NA,NA,NA,NA,NA,8532,8331
189,NA,77,NA,NA,NA,NA,NA,31571,NA,25979,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,170,106,NA,NA,NA,NA,NA,6195,5332,4618
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,4875,4721
NA,NA,NA,NA,NA,130,204,106,NA,NA,NA,NA,NA,2502,3102,2042
NA,NA,NA,NA,124,173,NA,177,NA,NA,NA,NA,1387,1148,NA,1439
NA,NA,NA,NA,208,NA,238,NA,NA,NA,NA,NA,562,NA,700,NA
NA,73,116,NA,NA,NA,NA,NA,NA,1095,759,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,303,NA,247,NA,NA,NA,NA,3202,3449,NA,3349
NA,256,NA,80,NA,NA,NA,NA,NA,32098,NA,40418,NA,NA,NA,NA
NA,NA,NA,NA,124,NA,NA,70,NA,NA,NA,NA,15612,NA,NA,14163
NA,NA,NA,NA,NA,130,102,NA,NA,NA,NA,NA,NA,6847,6399,NA
NA,NA,NA,NA,NA,NA,102,106,NA,NA,NA,NA,NA,NA,5388,2260
75,73,77,NA,NA,NA,NA,NA,75772,73368,inf,NA,NA,NA,NA,NA
NA,NA,NA,NA,124,173,136,NA,NA,NA,NA,NA,960,1104,803,NA
NA,NA,NA,NA,124,86,102,NA,NA,NA,NA,NA,540,781,598,NA
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,1321,NA,NA,1154
NA,366,740,606,NA,NA,NA,NA,NA,1763,2493,1757,NA,NA,NA,NA
NA,NA,NA,NA,83,86,136,141,NA,NA,NA,NA,2973,2409,2786,2832
NA,NA,NA,NA,NA,86,170,177,NA,NA,NA,NA,NA,1927,2942,2329
568,513,740,606,NA,NA,NA,NA,inf,513577,740423,606281,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,443,637,NA,NA,NA,NA,NA,NA,inf,inf
189,183,NA,NA,NA,NA,NA,NA,189431,183420,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,70,NA,NA,NA,NA,NA,NA,769,655
NA,NA,NA,NA,83,173,NA,NA,NA,NA,NA,NA,6405,5421,NA,NA
NA,NA,NA,NA,124,NA,68,NA,NA,NA,NA,NA,1622,NA,1287,NA
75,73,116,NA,NA,NA,NA,NA,1429,1561,1670,NA,NA,NA,NA,NA
75,NA,NA,80,NA,NA,NA,NA,15154,NA,NA,11548,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,16653,NA,NA,14163
NA,NA,NA,NA,83,NA,170,70,NA,NA,NA,NA,1321,NA,1523,1264
189,NA,NA,80,NA,NA,NA,NA,3105,NA,NA,1585,NA,NA,NA,NA
NA,NA,NA,NA,166,NA,NA,106,NA,NA,NA,NA,3027,NA,NA,2950
NA,NA,NA,NA,NA,130,68,NA,NA,NA,NA,NA,NA,4818,4266,NA
NA,NA,NA,NA,166,86,NA,70,NA,NA,NA,NA,2220,2710,NA,2441
NA,NA,NA,NA,NA,173,NA,212,NA,NA,NA,NA,NA,5421,NA,5311
NA,NA,NA,NA,83,86,NA,NA,NA,NA,NA,NA,41633,28912,NA,NA
113,110,NA,NA,NA,NA,NA,NA,12628,12228,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,102,NA,NA,NA,NA,NA,1110,NA,613,NA
NA,220,NA,1252,NA,NA,NA,NA,NA,550,NA,1718,NA,NA,NA,NA
151,NA,311,161,NA,NA,NA,NA,13776,NA,10391,11548,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,341,106,NA,NA,NA,NA,NA,NA,3709,3319
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,1516,919
NA,NA,NA,NA,NA,86,68,NA,NA,NA,NA,NA,NA,1398,1241,NA
NA,NA,NA,NA,291,NA,170,177,NA,NA,NA,NA,8095,NA,6320,5901
NA,NA,NA,NA,NA,173,102,70,NA,NA,NA,NA,NA,5256,4653,4426
NA,NA,NA,NA,83,130,NA,NA,NA,NA,NA,NA,83266,65052,NA,NA
NA,NA,NA,NA,291,NA,443,424,NA,NA,NA,NA,8831,NA,10821,8171
75,NA,155,NA,NA,NA,NA,NA,5412,NA,6494,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,303,102,70,NA,NA,NA,NA,NA,6899,7875,7081
75,110,116,121,NA,NA,NA,NA,9471,10004,9742,9327,NA,NA,NA,NA
NA,NA,NA,NA,83,86,170,NA,NA,NA,NA,NA,13877,14456,14220,NA
NA,NA,NA,NA,NA,86,102,NA,NA,NA,NA,NA,NA,7228,7313,NA
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,7885,NA,5901
NA,NA,NA,NA,NA,216,136,NA,NA,NA,NA,NA,NA,4818,5688,NA
NA,NA,NA,NA,NA,NA,68,106,NA,NA,NA,NA,NA,NA,5250,2213
NA,NA,NA,NA,208,NA,NA,177,NA,NA,NA,NA,5626,NA,NA,7081
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,4163,NA,NA,4721
NA,NA,NA,NA,83,NA,68,70,NA,NA,NA,NA,3965,NA,4266,5447
NA,NA,NA,NA,166,260,170,NA,NA,NA,NA,NA,9796,9637,10037,NA
NA,73,77,NA,NA,NA,NA,NA,NA,9171,12989,NA,NA,NA,NA,NA
NA,73,NA,161,NA,NA,NA,NA,NA,3189,NA,3368,NA,NA,NA,NA
NA,NA,NA,NA,208,130,102,NA,NA,NA,NA,NA,2214,2502,3199,NA
NA,NA,116,161,NA,NA,NA,NA,NA,NA,3896,3592,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,136,NA,NA,NA,NA,NA,NA,4818,7185,NA
NA,NA,NA,NA,NA,86,68,NA,NA,NA,NA,NA,NA,4130,3250,NA
NA,110,116,80,NA,NA,NA,NA,NA,4076,3771,2787,NA,NA,NA,NA
113,NA,NA,202,NA,NA,NA,NA,4941,NA,NA,3962,NA,NA,NA,NA
NA,NA,NA,NA,NA,173,136,177,NA,NA,NA,NA,NA,5256,4403,5058
75,73,116,NA,NA,NA,NA,NA,2525,2038,2487,NA,NA,NA,NA,NA
227,183,77,NA,NA,NA,NA,NA,4059,3527,3388,NA,NA,NA,NA,NA
75,73,NA,NA,NA,NA,NA,NA,18943,14673,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,106,NA,NA,NA,NA,NA,NA,34129,26556
151,220,116,NA,NA,NA,NA,NA,4888,5002,14613,NA,NA,NA,NA,NA
75,73,NA,NA,NA,NA,NA,NA,7577,6114,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,102,NA,NA,NA,NA,NA,NA,3516,3656,NA
NA,NA,NA,NA,NA,130,NA,106,NA,NA,NA,NA,NA,7653,NA,5058
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,8326,NA,NA,7081
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,6195,NA,4721
NA,NA,NA,NA,NA,130,136,NA,NA,NA,NA,NA,NA,14456,17064,NA
NA,NA,NA,NA,NA,130,68,NA,NA,NA,NA,NA,NA,10008,11376,NA
75,73,NA,202,NA,NA,NA,NA,9471,8152,NA,5461,NA,NA,NA,NA
NA,NA,NA,NA,166,NA,68,NA,NA,NA,NA,NA,18503,NA,17064,NA
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,1699,NA,1896,NA
75,NA,116,NA,NA,NA,NA,NA,2914,NA,3159,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,86,102,141,NA,NA,NA,NA,4163,3942,3302,4291
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,359,265
NA,NA,NA,NA,124,86,68,NA,NA,NA,NA,NA,1125,1376,1083,NA
NA,NA,NA,NA,NA,173,NA,70,NA,NA,NA,NA,NA,953,NA,566
75,110,NA,80,NA,NA,NA,NA,1429,1550,NA,1719,NA,NA,NA,NA
189,NA,NA,242,NA,NA,NA,NA,1839,NA,NA,2004,NA,NA,NA,NA
NA,NA,NA,NA,83,130,NA,NA,NA,NA,NA,NA,20816,18586,NA,NA
NA,NA,NA,NA,NA,130,NA,70,NA,NA,NA,NA,NA,32526,NA,35408
NA,146,155,80,NA,NA,NA,NA,NA,24456,25979,26945,NA,NA,NA,NA
NA,NA,NA,NA,124,NA,68,NA,NA,NA,NA,NA,3673,NA,3592,NA
NA,NA,155,80,NA,NA,NA,NA,NA,NA,1208,1154,NA,NA,NA,NA
NA,NA,NA,NA,83,130,NA,NA,NA,NA,NA,NA,457,714,NA,NA
75,183,116,161,NA,NA,NA,NA,626,808,487,485,NA,NA,NA,NA
NA,NA,NA,NA,NA,173,NA,70,NA,NA,NA,NA,NA,5256,NA,4721
113,73,NA,NA,NA,NA,NA,NA,2772,2620,NA,NA,NA,NA,NA,NA
151,73,NA,NA,NA,NA,NA,NA,2525,2717,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,208,86,68,NA,NA,NA,NA,NA,41633,43368,68258,NA
NA,NA,NA,NA,208,86,NA,NA,NA,NA,NA,NA,52041,43368,NA,NA
NA,110,77,NA,NA,NA,NA,NA,NA,55026,38969,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,3102,3372
NA,NA,NA,NA,124,86,NA,70,NA,NA,NA,NA,4029,4565,NA,4426
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,2449,NA,NA,2260
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,3330,NA,3412,NA
NA,NA,NA,NA,124,216,238,177,NA,NA,NA,NA,4803,4517,4424,4658
NA,NA,NA,NA,124,NA,136,NA,NA,NA,NA,NA,2401,NA,2395,NA
NA,NA,NA,NA,83,86,102,177,NA,NA,NA,NA,895,1398,1023,815
75,73,NA,NA,NA,NA,NA,NA,924,1063,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,68,70,NA,NA,NA,NA,NA,953,1100,1220
NA,NA,NA,NA,83,NA,102,177,NA,NA,NA,NA,6938,NA,6825,5532
NA,110,116,NA,NA,NA,NA,NA,NA,1775,1826,NA,NA,NA,NA,NA
75,NA,77,NA,NA,NA,NA,NA,626,NA,702,NA,NA,NA,NA,NA
NA,NA,NA,NA,124,130,NA,NA,NA,NA,NA,NA,5947,5004,NA,NA
NA,NA,NA,NA,83,130,NA,106,NA,NA,NA,NA,4163,2891,NA,3124
NA,NA,NA,NA,83,520,NA,NA,NA,NA,NA,NA,4625,4909,NA,NA
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,4163,NA,NA,4426
NA,NA,NA,NA,124,NA,NA,177,NA,NA,NA,NA,166,NA,NA,177
NA,NA,NA,NA,166,NA,204,70,NA,NA,NA,NA,2485,NA,2730,1445
NA,NA,NA,NA,208,130,102,177,NA,NA,NA,NA,5204,5656,6825,4784
113,NA,116,NA,NA,NA,NA,NA,5166,NA,4496,NA,NA,NA,NA,NA
NA,73,NA,121,NA,NA,NA,NA,NA,4891,NA,6062,NA,NA,NA,NA
NA,NA,NA,NA,166,86,NA,NA,NA,NA,NA,NA,1125,498,NA,NA
151,NA,194,NA,NA,NA,NA,NA,5051,NA,6718,NA,NA,NA,NA,NA
151,73,NA,NA,NA,NA,NA,NA,6588,5240,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,130,NA,NA,NA,NA,NA,NA,1810,1689,NA,NA
NA,NA,NA,NA,124,NA,NA,177,NA,NA,NA,NA,2497,NA,NA,2034
189,73,NA,80,NA,NA,NA,NA,6765,5240,NA,5389,NA,NA,NA,NA
NA,NA,NA,NA,166,173,170,70,NA,NA,NA,NA,1411,1495,1059,919
NA,NA,NA,NA,124,130,NA,NA,NA,NA,NA,NA,6573,6195,NA,NA
NA,NA,NA,NA,124,NA,136,106,NA,NA,NA,NA,3784,NA,3689,3662
NA,NA,NA,NA,124,NA,NA,70,NA,NA,NA,NA,3784,NA,NA,3218
NA,NA,NA,NA,NA,130,102,NA,NA,NA,NA,NA,NA,2243,2047,NA
NA,NA,NA,NA,NA,173,NA,141,NA,NA,NA,NA,NA,996,NA,585
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,187,NA,NA,88
151,NA,116,NA,NA,NA,NA,NA,3092,NA,2597,NA,NA,NA,NA,NA
NA,NA,116,80,NA,NA,NA,NA,NA,NA,2164,1719,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,141,NA,NA,NA,NA,4625,NA,NA,3727
NA,NA,NA,NA,NA,173,NA,141,NA,NA,NA,NA,NA,803,NA,956
NA,NA,NA,NA,NA,NA,204,70,NA,NA,NA,NA,NA,NA,2155,2082
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,3784,NA,4875,NA
NA,NA,NA,NA,166,86,102,177,NA,NA,NA,NA,9251,7885,9307,9835
NA,NA,NA,NA,NA,86,68,70,NA,NA,NA,NA,NA,10842,13651,11802
NA,NA,NA,NA,NA,86,102,NA,NA,NA,NA,NA,NA,652,443,NA
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,932,NA,674
NA,NA,NA,NA,NA,NA,102,106,NA,NA,NA,NA,NA,NA,701,742
NA,NA,NA,NA,291,216,102,141,NA,NA,NA,NA,1330,1560,1575,1190
NA,NA,NA,NA,NA,NA,170,141,NA,NA,NA,NA,NA,NA,2106,1727
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,1287,1388
NA,NA,NA,NA,83,86,NA,NA,NA,NA,NA,NA,2250,2065,NA,NA
NA,NA,NA,NA,166,NA,NA,106,NA,NA,NA,NA,55511,NA,NA,53112
NA,NA,NA,NA,83,NA,170,NA,NA,NA,NA,NA,16653,NA,17064,NA
NA,NA,NA,NA,NA,NA,102,70,NA,NA,NA,NA,NA,NA,5688,3934
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,145,NA,NA,194
NA,NA,NA,NA,NA,130,68,NA,NA,NA,NA,NA,NA,2655,2353,NA
113,NA,NA,202,NA,NA,NA,NA,549,NA,NA,768,NA,NA,NA,NA
227,183,NA,NA,NA,NA,NA,NA,3113,4168,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,102,NA,NA,NA,NA,NA,5204,NA,3412,NA
75,NA,77,161,NA,NA,NA,NA,18943,NA,19484,16167,NA,NA,NA,NA
NA,NA,NA,NA,291,130,NA,NA,NA,NA,NA,NA,14571,10008,NA,NA
NA,NA,NA,NA,NA,173,NA,141,NA,NA,NA,NA,NA,4688,NA,4721
NA,73,NA,363,NA,NA,NA,NA,NA,4315,NA,5511,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,68,NA,NA,NA,NA,NA,NA,5656,6205,NA
NA,NA,NA,NA,NA,130,102,NA,NA,NA,NA,NA,NA,1971,3199,NA
NA,73,NA,202,NA,NA,NA,NA,NA,293,NA,343,NA,NA,NA,NA
113,NA,NA,80,NA,NA,NA,NA,4735,NA,NA,4490,NA,NA,NA,NA
NA,73,77,NA,NA,NA,NA,NA,NA,1528,1771,NA,NA,NA,NA,NA
NA,7410,NA,7032,NA,NA,NA,NA,NA,161090,NA,167449,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,106,NA,NA,NA,NA,NA,NA,102387,106224
NA,NA,NA,NA,124,NA,68,NA,NA,NA,NA,NA,2497,NA,2133,NA
NA,NA,NA,NA,83,NA,136,NA,NA,NA,NA,NA,2602,NA,2237,NA
NA,NA,NA,NA,83,NA,170,NA,NA,NA,NA,NA,13877,NA,10665,NA
NA,NA,NA,NA,124,NA,68,NA,NA,NA,NA,NA,11354,NA,8532,NA
NA,NA,NA,NA,124,173,136,141,NA,NA,NA,NA,8921,7885,7185,6437
NA,NA,NA,NA,83,86,NA,106,NA,NA,NA,NA,1411,542,NA,478
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,3469,NA,NA,2529
NA,NA,NA,NA,249,260,102,283,NA,NA,NA,NA,124899,86736,102387,94421
NA,NA,NA,NA,NA,86,136,NA,NA,NA,NA,NA,NA,1257,1156,NA
75,110,NA,NA,NA,NA,NA,NA,797,932,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,1665,NA,1197,NA
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,793,NA,NA,708
NA,220,116,NA,NA,NA,NA,NA,NA,7100,7306,NA,NA,NA,NA,NA
NA,73,NA,80,NA,NA,NA,NA,NA,2292,NA,2184,NA,NA,NA,NA
NA,NA,116,80,NA,NA,NA,NA,NA,NA,664,973,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,68,NA,NA,NA,NA,NA,NA,2115,3102,NA
75,NA,155,NA,NA,NA,NA,NA,1942,NA,2687,NA,NA,NA,NA,NA
113,NA,NA,121,NA,NA,NA,NA,2470,NA,NA,2165,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,2625,2284
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,1421,NA,1160
NA,NA,NA,NA,83,303,NA,141,NA,NA,NA,NA,5204,5145,NA,4426
NA,NA,NA,NA,83,86,68,NA,NA,NA,NA,NA,5551,4336,6205,NA
NA,NA,NA,NA,124,NA,68,141,NA,NA,NA,NA,1328,NA,1950,1522
NA,NA,NA,NA,NA,216,136,177,NA,NA,NA,NA,NA,1475,1176,1188
NA,NA,NA,NA,NA,173,204,141,NA,NA,NA,NA,NA,1365,1106,902
NA,NA,NA,NA,83,86,NA,NA,NA,NA,NA,NA,2686,3212,NA,NA
NA,NA,NA,NA,NA,NA,238,141,NA,NA,NA,NA,NA,NA,14931,17704
NA,NA,NA,NA,124,130,NA,106,NA,NA,NA,NA,375,628,NA,849
NA,73,155,NA,NA,NA,NA,NA,NA,1384,992,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1994,NA,1522,NA,NA,NA,NA,NA,30691,NA,33834
75,NA,NA,80,NA,NA,NA,NA,7577,NA,NA,7348,NA,NA,NA,NA
NA,NA,NA,NA,124,NA,204,NA,NA,NA,NA,NA,11354,NA,12798,NA
NA,NA,NA,NA,83,86,NA,247,NA,NA,NA,NA,13877,10842,NA,13769
NA,NA,NA,NA,NA,NA,170,70,NA,NA,NA,NA,NA,NA,8125,10116
NA,NA,NA,NA,NA,216,NA,70,NA,NA,NA,NA,NA,9427,NA,10116
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,650,548
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,1551,1967
NA,NA,NA,NA,83,NA,136,NA,NA,NA,NA,NA,354,NA,375,NA
NA,NA,NA,NA,NA,NA,102,70,NA,NA,NA,NA,NA,NA,1190,1160
NA,NA,NA,NA,NA,NA,68,106,NA,NA,NA,NA,NA,NA,2730,2360
NA,NA,NA,NA,166,NA,68,106,NA,NA,NA,NA,2485,NA,2201,2309
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,2135,NA,NA,2360
NA,NA,NA,NA,166,130,68,106,NA,NA,NA,NA,9796,10008,11376,2950
